"Artikel-Nr.","Bezeichnung","EAN-Nr.","Lagerbestand","ME","MwSt.-satz"
822,"Kneipp NK Bad Btl.Farbzauber BesterFreund 2x20g","4008233149462",31.00,"Stck.",19.00
824,"Nuk Nature Sence Babyflasche 260ml","4008600259107",5.00,"Stck.",19.00
826,"Kneipp NK Bad Btl.Farbzauber BesteFreundin 2x20g","4008233149455",26.00,"Stck.",19.00
827,"Kneipp NK Shampoo&Dusche Drachenkraft 200ml","4008233117379",18.00,"Stck.",19.00
831,"Kneipp NK Bad Btl.Drachenkraft 2x20g","4008233112398",30.00,"Stck.",19.00
834,"Nuk Nature Sence Trinksauger Gr.1 S 2er","4008600253723",11.00,"Stck.",19.00
836,"Bübchen Cremepflegebad 400ml","7613034698391",5.00,"Stck.",19.00
837,"Kneipp NK Bad Btl.Traumfahrer 2x20g","4008233112404",24.00,"Stck.",19.00
839,"Nuk Nature Sence Trinksauger Gr.1 M 2er","4008600253693",11.00,"Stck.",19.00
840,"Kneipp NK Bad Btl.Seeprinzessin 40ml","4008233109466",91.00,"Stck.",19.00
842,"Kneipp NK Bad Btl.Seeräuber 40ml","4008233109473",23.00,"Stck.",19.00
846,"Kneipp NK Shampoo&Dusche Seeprinzessin 200","4008233127972",16.00,"Stck.",19.00
847,"Kneipp NK Sprudelbad Waldelfe 80g","4008233129303",0.00,"Stck.",19.00
848,"Nuk Nature Sence Trinksauger Gr.2 S 2er","4008600253754",11.00,"Stck.",19.00
849,"Kneipp NK Sprudelbad Zauberdrache 80g","4008233129297",35.00,"Stck.",19.00
850,"Kneipp NK Bad Matschmonster 400ml","4008233145860",9.00,"Stck.",19.00
851,"Nuk Nasensauger","4008600283386",3.00,"Stck.",19.00
861,"Kneipp NK Sprudelbad Einhornparadies 85g","4008233153575",0.00,"Stck.",19.00
862,"Kneipp NK Sprudelbad Weltraumfahrer 95g","4008233153568",15.00,"Stck.",19.00
866,"Nuk Nature Sence Trinksauger Gr.2 M 2er","4008600253785",11.00,"Stck.",19.00
867,"Kneipp NK Bad Btl.Matschmonster 40ml","4008233129280",22.00,"Stck.",19.00
868,"Kneipp NK Bad Seeprinzessin 400ml","4008233145877",5.00,"Stck.",19.00
869,"Kneipp NK Badesalz Fußballheld 70g","4008233141305",119.00,"Stck.",19.00
871,"Nuk FC Flasche Glas 240ml Silikon Gr.1 M","4008600217572",8.00,"Stck.",19.00
874,"Nuk FC Trinksauger Latex Gr.1 S","4008600192350",14.00,"Stck.",19.00
875,"Nuk Nature Sence Trinksauger Gr.2 L 2er","4008600253815",11.00,"Stck.",19.00
876,"Nuk FC Trinksauger Latex Gr.1 M","4008600192473",9.00,"Stck.",19.00
877,"Nuk FC Trinksauger Latex Gr.2 S","4008600193135",6.00,"Stck.",19.00
878,"Nuk FC Trinksauger Latex Gr.2 M","4008600193012",6.00,"Stck.",19.00
882,"Nuk FC Trinksauger Latex Gr.2 L","4008600193258",16.00,"Stck.",19.00
883,"Nuk FC Trinksauger Silikon Gr.1 S","4008600159193",13.00,"Stck.",19.00
886,"Nuk FC Trinksauger Silikon Gr.1 M","4008600159315",12.00,"Stck.",19.00
887,"Nuk FC Trinksauger Silikon Gr.2 S","4008600159674",15.00,"Stck.",19.00
888,"Nuk FC Trinksauger Silikon Gr.2 L","4008600159919",12.00,"Stck.",19.00
889,"Bebe Zartpflege Glanz Shampoo 300ml","3574669907026",9.00,"Stck.",19.00
891,"Weleda Calendula Pflegecreme 75ml","4001638096546",4.00,"Stck.",19.00
896,"Kneipp NK Badesalz Märchenkönigin 70g","4008233141299",24.00,"Stck.",19.00
897,"Nuk Zahnpflege Lernset","4008600083641",5.00,"Stck.",19.00
899,"Kneipp NK Bad Seeräuber 400ml","4008233146201",4.00,"Stck.",19.00
910,"Playboy Men King EDT Vapo 60ml","3614222348405",6.00,"Stck.",19.00
912,"Playboy Men Super EDT Vapo 60ml","3614222008422",4.00,"Stck.",19.00
916,"C.Ronaldo CR7 After Balm 100ml VK12.99","5060524510077",1.00,"Stck.",19.00
918,"Playboy Men Hollywood EDT Vapo 60ml","3614222000655",10.00,"Stck.",19.00
926,"C.Ronaldo CR7 EDT Vapo 50ml VK39.99","5060524510015",5.00,"Stck.",19.00
928,"C.Ronaldo Legacy EDT Vapo 30ml VK34.99","5060152405950",24.00,"Stck.",19.00
929,"C.Ronaldo Legacy EDT Vapo 50ml VK49.99","5060152405943",5.00,"Stck.",19.00
936,"Tabac Man FIRE After Shave 50ml","4011700451340",3.00,"Stck.",19.00
937,"Tabac Man FIRE Deo Stick 75ml","4011700451418",5.00,"Stck.",19.00
938,"Tabac Man FIRE Dusche 200ml","4011700451371",6.00,"Stck.",19.00
939,"Tabac Man FIRE EDT Vapo 30ml","4011700451319",6.00,"Stck.",19.00
944,"Bellybutton Mama Body Balsam 200ml","4045612001126",18.00,"Stck.",19.00
945,"Bellybutton Baby Bademaus Pflegebad&Shampoo 200ml","4045612001096",3.00,"Stck.",19.00
947,"Bellybutton Baby Streichelzart Pflegecreme G+K 75m","4045612001119",3.00,"Stck.",19.00
948,"Bellybutton Mama Streifenlos Körperöl 200ml","4045612001232",41.00,"Stck.",19.00
949,"Bellybutton Mama Wohlfühlzeit Dusche 2in1 200ml","4045612001133",11.00,"Stck.",19.00
953,"Weihn.Decor Spray silber 150ml","8011400000127",459.00,"Stck.",19.00
955,"Otto Kern Never Hide HIM After Shave 50ml","4011700882021",9.00,"Stck.",19.00
959,"Bellybutton Mama Hitzefrei Deo Roller 50ml","4045612003083",24.00,"Stck.",19.00
962,"Weihn.Flowerhair Gold 25g","4004942140301",48.00,"Stck.",19.00
963,"Weihn.Flowerhair Silber 25g","4004942140325",20.00,"Stck.",19.00
966,"Kitzinger Oechslewaage mit Thermometer","",2.00,"Stck.",19.00
967,"Kitzinger Ballon-Reinig.Bürste 5-60l","",2.00,"Stck.",19.00
969,"Kitzinger Kieselsol Blankasit 15% 100ml","4025400002368",31.00,"Stck.",19.00
970,"Kitzinger Tannin Pulver 10g","",2.00,"Stck.",19.00
971,"Kitzinger Weinheber 8-teilig","",2.00,"Stck.",19.00
972,"Kitzinger Weinheber 2-teilig","",3.00,"Stck.",19.00
973,"Kitzinger Hefenährsalz Pulver 10x10g","4025400002269",44.00,"Stck.",19.00
974,"Kitzinger Schwefelpulver 10x10g","4025400002320",10.00,"Stck.",19.00
975,"Kitzinger Mostfein 200ml","4025400003433",22.00,"Stck.",19.00
977,"Kitzinger Para 100ml","4025400002641",4.00,"Stck.",19.00
978,"Kitzinger Para 200ml","4025400002658",15.00,"Stck.",19.00
979,"Kitzinger Trockenhefe 100g","0402540003662",58.00,"Stck.",7.00
980,"Kitzinger Oechslewaage ohne Thermometer","",2.00,"Stck.",19.00
981,"Korken spitz 100er","",16.00,"Stck.",19.00
982,"Korken gerade 100er","",22.00,"Stck.",19.00
983,"Kitzinger Mostfein 1 Liter","4025400003525",6.00,"Stck.",19.00
984,"Alba Gurkendoktor16g","4000151003697",1.214.00,"Stck.",19.00
985,"Alba Einmachgewürz 30g","4000151002805",591.00,"Stck.",7.00
988,"Fotoecken selbstklebend 250","4008705013802",291.00,"Stck.",19.00
989,"Fotoecken selbstklebend 500","4008705013833",83.00,"Stck.",19.00
990,"Foto Doppelkleber 500er","4008705010702",90.00,"Stck.",19.00
991,"Kitzinger Flaschen Rein.Bürste+Kurbel","",2.00,"Stck.",19.00
992,"Kitzinger Vinometer","",46.00,"Stck.",19.00
993,"Kitzinger Gelatine 10g","",4.00,"Stck.",7.00
995,"Pattex Compact Gel 50g","4015000070911",19.00,"Stck.",19.00
999,"Kitzinger Agar Agar Pulver 10g","",0.00,"Stck.",19.00
1001,"Ajona Stomaticum 25ml","4009903011119",22.800.00,"Stck.",19.00
1007,"Odol med 3 Mundspülung Extreme Clean 500ml","5054563062451",11.00,"Stck.",19.00
1010,"Blendamed CP7 Nat.Kräuter 75ml","8001090271556",63.00,"Stck.",19.00
1011,"Blendamed CP7 Original 75ml","8001090271594",464.00,"Stck.",19.00
1014,"Blendamed Blendi Gel 50ml","8001841033082",107.00,"Stck.",19.00
1015,"Dr.Best ZB Schwingkopf weich","5054563035707",78.00,"Stck.",19.00
1016,"Blendamed 3D White Vitalizing Fresh 75ml","8001090127648",33.00,"Stck.",19.00
1017,"Theramed Spender Atem-Frisch 100ml","4015100185287",43.00,"Stck.",19.00
1019,"Odol Mundspray extra frisch 15ml","4026600111256",45.00,"Stck.",19.00
1023,"Oral B ZB Pro Exp.Cross Action 8+ Jahre","3014260846961",28.00,"Stck.",19.00
1025,"Theramed Spender Complete Plus 100ml","4015000938860",68.00,"Stck.",19.00
1026,"Corega Tabs Bio 136er","5054563031372",40.00,"Stck.",19.00
1027,"Oral B Interdental Zahnseide gewachst minze","5010622005029",35.00,"Stck.",19.00
1030,"Corega Haftcreme Frisch 40g","5054563067449",76.00,"Stck.",19.00
1031,"Blendamed 3D White Luxe Glamorous White 75ml","8001090118196",38.00,"Stck.",19.00
1033,"Blendamed CP Expert Tiefenreinigung 75ml","8001090271877",28.00,"Stck.",19.00
1039,"Blendamed Basic Classic 75ml","8001090272232",818.00,"Stck.",19.00
1041,"Blendamed Basic Kräuter Clean 75ml","8001090814937",64.00,"Stck.",19.00
1042,"Theramed Spender Naturweiß 100ml","4015100185256",25.00,"Stck.",19.00
1045,"My Magic Mud Zahnpulver Aktivkohle 30g VK19.99","0868656000108",3.00,"Stck.",19.00
1046,"Blendamed Basic Extra Frisch 75ml","8001090814852",54.00,"Stck.",19.00
1049,"Blendamed Basic Extra Weiß 75ml","8001090814890",26.00,"Stck.",19.00
1050,"Dentagard ZC Original 75ml","8718951031876",334.00,"Stck.",19.00
1051,"Oral B ZB 1.2.3 Classic Care 35 mittel 1er","3014260746773",169.00,"Stck.",19.00
1053,"Blendamed Basic Milde Frische 75ml","8001841063584",46.00,"Stck.",19.00
1054,"Blendamed CP Expert Gesundes Weiss 75ml","8001090271914",20.00,"Stck.",19.00
1059,"Kukident Haftcreme Haftschutz 40g","4002448021001",145.00,"Stck.",19.00
1060,"Kukident Haftcreme Kamille 40g","4002448017172",31.00,"Stck.",19.00
1061,"Lacalut ZC Activ 100ml","4016369461334",382.00,"Stck.",19.00
1062,"Corega Haftcreme Starker Halt 40g","5054563074300",26.00,"Stck.",19.00
1066,"Corega Haftcreme Neutral 40g","5054563067494",126.00,"Stck.",19.00
1069,"Odol med 3 Mundspülung All in One 500ml","5054563048745",10.00,"Stck.",19.00
1070,"Odol med 3 Mundspülung Original 500ml","5054563052827",28.00,"Stck.",19.00
1072,"Blendadent Tabs Frisch 60er","5011321652255",131.00,"Stck.",19.00
1073,"Dentagard Spender 100ml","4011200243902",36.00,"Stck.",19.00
1075,"Kukis Tabletten 60er","4002448014287",0.00,"Stck.",19.00
1078,"Labello Original 4.8g","4005900560216",223.00,"Stck.",19.00
1079,"Odol med 3 ZC Juniorzahn 50ml","5054563083180",74.00,"Stck.",19.00
1083,"Oral B ZB Prothesen","4103330012166",135.00,"Stck.",19.00
1085,"Signal ZC Sport Gel Fresh 75ml","8710522427354",73.00,"Stck.",19.00
1086,"Odol med 3 ZC Milchzahn 50ml","5054563083135",29.00,"Stck.",19.00
1094,"Biorepair Zahnmilch 500ml","4008666802200",6.00,"Stck.",19.00
1095,"Theramed 2in1 Original 75ml","4015100295986",13.00,"Stck.",19.00
1098,"Maya Zahnstocher Metall","",184.00,"Stck.",19.00
1099,"Maya Zahnstocher Plastik","",0.00,"Stck.",19.00
1101,"Odol med 3 Mundspülung Samtweiß Polarfrisch 500ml","5054563052803",24.00,"Stck.",19.00
1102,"Corega Tabs Bio 48er","5054563030559",52.00,"Stck.",19.00
1103,"One Drop Only Zahncreme 25ml","4101160163010",0.00,"Stck.",19.00
1104,"Biorepair Zahn- und Mundspülung 500ml","4008666802507",14.00,"Stck.",19.00
1105,"One Drop Only 25ml","4101160100251",26.00,"Stck.",19.00
1106,"One Drop Only 50ml","4101160100503",19.00,"Stck.",19.00
1107,"Biorepair Zahncreme 75ml","4008666801500",28.00,"Stck.",19.00
1108,"Sensodyne ZB Complete Protection sanft","5054563006325",68.00,"Stck.",19.00
1109,"Parodontax ZC Extra Frisch 75ml","5054563034830",16.00,"Stck.",19.00
1110,"Aronal + Elmex Set 2x75ml","8718951032644",164.00,"Stck.",19.00
1111,"Biorepair Zahncreme PLUS 75ml","4008666801708",16.00,"Stck.",19.00
1114,"Perlweiß Schönheits Zahnweiss 50ml","4008890008904",19.00,"Stck.",19.00
1115,"Odol med 3 ZC Samtweiß 75ml","5054563023377",65.00,"Stck.",19.00
1118,"Protefix Haftpulver 50g","4009932002102",6.00,"Stck.",19.00
1119,"Protefix Haftpolster Oberkiefer","4009932002201",7.00,"Stck.",19.00
1120,"Protefix Haftpolster Unterkiefer","4009932002218",10.00,"Stck.",19.00
1121,"Sensodyne ZC Complete Protection 75ml","5054563007117",37.00,"Stck.",19.00
1123,"Odol med 3 ZC Extra White 75ml","5054563010766",48.00,"Stck.",19.00
1126,"Signal ZC Kariesschutz 75ml","8710522427323",12.00,"Stck.",19.00
1127,"Signal ZC Kräuterfrische 75ml","8710522427347",43.00,"Stck.",19.00
1129,"Sensodyne ZC Pro Schmelz Multi Action 100ml","5054563049575",19.00,"Stck.",19.00
1130,"Oral B ZB 3D White 35 mittel","3014260303235",18.00,"Stck.",19.00
1131,"Sensodyne ZC Repair&Protect 75ml","4026600895507",30.00,"Stck.",19.00
1134,"Odol med 3 ZC White&Shine 75ml","5054563023391",29.00,"Stck.",19.00
1135,"Sensodyne ZC Multi Care Original 75ml","5054563014153",26.00,"Stck.",19.00
1136,"Vademecum med Mundwasser 75ml","4001472008903",64.00,"Stck.",19.00
1137,"Odol med 3 ZC CC 40+ 75ml","5054563023957",31.00,"Stck.",19.00
1138,"Biorepair Zahncreme MILD 75ml","4008666801609",24.00,"Stck.",19.00
1139,"Odol MW Plus 125ml","4026600150156",17.00,"Stck.",19.00
1140,"Biorepair Zahncreme SENSITIV 75ml","4008666802002",30.00,"Stck.",19.00
1141,"Aronal + Elmex Taschenset OP","7610108049790",35.00,"Stck.",19.00
1143,"Sensodyne ZC Pro Schmelz Sanftes Weiss 100ml","5054563035042",18.00,"Stck.",19.00
1145,"Oral B ZB 1.2.3 Classic Care 40 mittel 2er","3014260747961",84.00,"Stck.",19.00
1146,"Sensodyne ZC Fluorid+Extra Frisch 75ml","5054563037022",21.00,"Stck.",19.00
1148,"Dr.Best ZB Milchzahn bis 7 Jahre","5054563043368",9.00,"Stck.",19.00
1149,"Elmex ZB Kinder weich 3-6J.","4007965111006",104.00,"Stck.",19.00
1150,"Odol MW extra frisch 40ml","4026600150200",62.00,"Stck.",19.00
1151,"One Drop Only Mundspray 15ml","4101160111028",32.00,"Stck.",19.00
1152,"Sensodyne ZC Rapid 75ml","4026600891233",42.00,"Stck.",19.00
1153,"Sensodyne ZB Multi Care Sanft","5054563019882",45.00,"Stck.",19.00
1157,"Signal ZC Junior 75ml","8717163097793",48.00,"Stck.",19.00
1158,"Elmex ZB Intensivreinigung mittel","7610108052387",43.00,"Stck.",19.00
1159,"One Drop Only Zungenreiniger Deluxe","4101160130302",18.00,"Stck.",19.00
1163,"Parodontax ZC Complete Protection ex.fr.75ml","5054563036636",11.00,"Stck.",19.00
1164,"Odol MW Plus 40ml","4026600150255",27.00,"Stck.",19.00
1165,"Sensodyne ZC Repair&Protect Whitening 75ml","4026600897013",45.00,"Stck.",19.00
1166,"Elmex ZB Inter-X Kurzkopf mittel","4007965116506",10.00,"Stck.",19.00
1167,"Labello Sun Protect LSF 30","4005900560339",169.00,"Stck.",19.00
1168,"Parodontax ZC Natürlich Weiß 75ml","5054563036933",4.00,"Stck.",19.00
1169,"Aronal ZC 75ml","7610108056316",138.00,"Stck.",19.00
1170,"Sensodyne ZC Pro Schmelz 100ml","5054563039309",213.00,"Stck.",19.00
1171,"Elmex ZC Kariesschutz 75ml","4007965015007",293.00,"Stck.",19.00
1172,"Oral B ZB Indicator 35 Orthodontic","4103330031167",14.00,"Stck.",19.00
1175,"Sensodyne ZB Pro Schmelz extra weich","5054563059383",22.00,"Stck.",19.00
1176,"Odol MW Original 125ml","4026600150057",30.00,"Stck.",19.00
1178,"Elmex ZC Mentholfrei 75ml","4007965015557",69.00,"Stck.",19.00
1180,"Elkadent ZC Kräuter 3 75ml","4014612500137",139.00,"Stck.",19.00
1182,"Signal ZB Milchzahn mit Saugnapf","4000388615304",83.00,"Stck.",19.00
1183,"Signal ZB Junior mit Saugnapf","4000388615403",24.00,"Stck.",19.00
1185,"Elmex ZC Kariesschutz Professional 75ml","8714789931913",117.00,"Stck.",19.00
1186,"Elmex ZB Junior weich 6-12 Jahre","4007965116407",308.00,"Stck.",19.00
1187,"Dr.Best ZB Original Kurzkopf mittel","5054563035851",18.00,"Stck.",19.00
1188,"Odol Mundspray Original 15ml","4026600111003",52.00,"Stck.",19.00
1189,"Sensodyne ZB Repair&Protect sanft","5054563019820",28.00,"Stck.",19.00
1190,"Parodontax ZC Classic 75ml","5054563037909",54.00,"Stck.",19.00
1191,"Parodontax ZC Fluorid 75ml","5054563037930",45.00,"Stck.",19.00
1192,"Parodontax Mundspülung 300ml","5054563052766",71.00,"Stck.",19.00
1193,"Sensodyne ZC Pro Schmelz JUNIOR 50ml","4026600847407",46.00,"Stck.",19.00
1198,"Signal ZC Anti Zahnstein 75ml","8710522427330",72.00,"Stck.",19.00
1199,"Oral B Interdental Superfloss  Zahnseide","4103330017369",38.00,"Stck.",19.00
1200,"Karex Mundspülung 400ml","4008666812506",4.00,"Stck.",19.00
1202,"Karex Zahncreme 75ml","4008666811509",12.00,"Stck.",19.00
1203,"Elmex Baby Set Erstausstattung","8718951285200",3.00,"Stck.",19.00
1204,"Elmex ZC Baby 20ml","8718951271043",271.00,"Stck.",19.00
1205,"Karex Zahncreme Kinder 50ml","4008666811561",25.00,"Stck.",19.00
1206,"Oral B ZB Ultrathin Precision Zahnfleisch","3014260096472",21.00,"Stck.",19.00
1207,"Meridol Special Floss 50er","8718951111431",34.00,"Stck.",19.00
1208,"Meridol ZB Parodont Expert ex.sanft","8718951094864",14.00,"Stck.",19.00
1209,"Meridol ZB sanft","4007965112102",133.00,"Stck.",19.00
1210,"Meridol ZC Parodont Expert 75ml","8718951115446",24.00,"Stck.",19.00
1211,"Weleda Kinder Zahngel 50ml","4001638081863",8.00,"Stck.",19.00
1212,"Meridol ZC 75ml","7610108059461",167.00,"Stck.",19.00
1214,"Oral B Interdental Zahnseide ungewachst","5010622005012",43.00,"Stck.",19.00
1215,"Oral B ZB Clean&Sensitive 35 weich","3014260020026",22.00,"Stck.",19.00
1216,"Meridol ZB Spezial extra sanft","4007965114106",22.00,"Stck.",19.00
1217,"Elmex ZB Lernbürste","7610108049363",120.00,"Stck.",19.00
1218,"Elmex ZC Kinder 50ml","8718951271234",863.00,"Stck.",19.00
1219,"Odol med 3 Mundspülung Juniorzahn 300ml","5054563039453",5.00,"Stck.",19.00
1220,"Odol med 3 ZC CC Natürliches Weiss 75ml","5054563023889",14.00,"Stck.",19.00
1221,"Odol med 3 ZC EC Langzeit Frische 75ml","5054563008022",3.00,"Stck.",19.00
1222,"Odol med 3 ZC All in One 75ml","5054563038708",31.00,"Stck.",19.00
1223,"Odol med 3 ZC EC Tiefenreinigung 75ml","5054563085917",23.00,"Stck.",19.00
1225,"Elmex ZC Junior 75ml","4007965146008",584.00,"Stck.",19.00
1228,"Dr.Best ZB Schwingkopf hart","5054563035769",36.00,"Stck.",19.00
1229,"Corega Tabs 3 Minuten 66er","5054563031433",35.00,"Stck.",19.00
1233,"Elmex Interdental 2mm","7610108051069",34.00,"Stck.",19.00
1234,"Elmex Interdental 5mm","7610108051137",5.00,"Stck.",19.00
1235,"Odol med 3 ZC All in One extra fresh 75ml","5054563038678",17.00,"Stck.",19.00
1237,"Odol med 3 ZC Minzfrisch 75ml","5054563010681",43.00,"Stck.",19.00
1238,"Weleda Sole Zahncreme 75ml","4001638098090",6.00,"Stck.",19.00
1242,"Colgate ZC Komplett Extra Frisch 75ml","8718951035461",113.00,"Stck.",19.00
1245,"Odol med 3 ZC Zahnsteinschutz 75ml","5054563010629",19.00,"Stck.",19.00
1246,"Elmex Interdental 4mm","7610108051120",10.00,"Stck.",19.00
1248,"Aronal + Elmex Taschenset Nachfüllung","7610108049752",46.00,"Stck.",19.00
1249,"Oral B.Repair Spülung frische Minze 250ml","8001090952790",39.00,"Stck.",19.00
1251,"Oral B.ZB Zahnfleisch&Schmelz Extra Weich","3014260099879",67.00,"Stck.",19.00
1253,"Oral B.Repair ZC PROF PRO Extra Frisch 75ml","8001090786418",11.00,"Stck.",19.00
1254,"Oral B.Repair ZC PROF PRO Original 75ml","8001090786852",21.00,"Stck.",19.00
1256,"Oral B.Repair ZC Extra Frisch 75ml","8001090794284",24.00,"Stck.",19.00
1257,"Oral B.Repair ZC Original 75ml","8001090794529",12.00,"Stck.",19.00
1258,"Colgate ZC Komplett Ultra Weiss 75ml","8718951035430",58.00,"Stck.",19.00
1259,"Colgate ZC Total Original 75ml","8718951227262",89.00,"Stck.",19.00
1260,"Colgate ZC Total + gesundes Weiß 75ml","8718951227293",18.00,"Stck.",19.00
1263,"Oral B ZB Stages 1 (von 4-24 Monate)","3014260281366",12.00,"Stck.",19.00
1266,"Meridol ZC Sanftes Weiss 75ml","8714789921006",12.00,"Stck.",19.00
1270,"Colgate ZC Sensation White 75ml","8718951033702",40.00,"Stck.",19.00
1271,"Oral B Interdental Pro Expert Premium Floss 40m","5410076854493",44.00,"Stck.",19.00
1272,"Meridol ZC Sicherer Atem 75ml","7610108045778",6.00,"Stck.",19.00
1273,"Meridol ZC PUR 75ml","8718951222779",179.00,"Stck.",19.00
1276,"Rapid White Bleaching Strips 14x2","4045612001690",6.00,"Stck.",19.00
1277,"Sensodyne ZC Fluorid 75ml","5054563043948",31.00,"Stck.",19.00
1278,"Rapid White Bleaching System","4045612001683",3.00,"Stck.",19.00
1279,"Oral B ZB Pulsar 35 weich Kurzkopf","3014260319588",104.00,"Stck.",19.00
1280,"Rapid White ZC Direct White 75ml","4045612002635",4.00,"Stck.",19.00
1281,"Oral B ZB Interspace","5099457000713",60.00,"Stck.",19.00
1282,"Protefix Haftcreme extra 47g","4009932002133",36.00,"Stck.",19.00
1283,"Oral B ZB Complete 5 Zonen 40 mittel","3014260020088",24.00,"Stck.",19.00
1286,"Meridol Zungenreiniger Sicherer Atem","8718951103986",18.00,"Stck.",19.00
1288,"Hansa Footexpert Blasenpfl.groß 5er","4005800117510",16.00,"Stck.",19.00
1293,"Fittydent Haftcreme 40g","9002240001022",12.00,"Stck.",19.00
1295,"Protefix Haftcreme extra Aloe 47g","4009932002171",118.00,"Stck.",19.00
1296,"Nenedent Kinder ZC mit Fluorid 50ml","4102968000033",252.00,"Stck.",19.00
1297,"Nenedent Kinder ZC ohne Fluorid 50ml","4102966003890",121.00,"Stck.",19.00
1298,"Fittydent Tabletten 32er","",4.00,"Stck.",19.00
1299,"Listerine Zahn+Zahnfleischschutz 600ml","3574661401843",13.00,"Stck.",19.00
1302,"Labello Scrub Aloe Vera 4.8g","4005900683878",42.00,"Stck.",19.00
1303,"Elmex Zahnhölzer3x38 Stück","7610108051823",32.00,"Stck.",19.00
1304,"Elmex Zahnseide ungewachst 50m","7610108060009",38.00,"Stck.",19.00
1305,"Dr.Best ZB Multiexpert mittel","5054563025685",32.00,"Stck.",19.00
1306,"Labello Med Repair","4005900560360",82.00,"Stck.",19.00
1307,"Listerine Advanced White 500ml","3574661403472",10.00,"Stck.",19.00
1308,"Labello Blackberry Shine 4.8g","4005900560544",46.00,"Stck.",19.00
1309,"Labello Scrub Wild Rose 4.8g","4005900683908",28.00,"Stck.",19.00
1311,"Labellino Pink Watermelon&Pomegranate 7g","4005900515445",29.00,"Stck.",19.00
1312,"Labellino Blueberry&Cherry Blossom 7g","4005900468819",32.00,"Stck.",19.00
1313,"Zahnstocher Holz SB-Beutel 300er","4008033576239",119.00,"Stck.",19.00
1314,"Dr.Best ZB Milchzahn 3-5 Jahre","5054563043832",4.00,"Stck.",19.00
1317,"Blendadent Haftcreme 0% 40g","8001090343932",37.00,"Stck.",19.00
1318,"Labellino Vanilla Cakepop 7g","4005900468789",5.00,"Stck.",19.00
1319,"Labello Pearly Shine 4.8g","4005900560308",83.00,"Stck.",19.00
1320,"Labello Cherry Shine","4005900560391",76.00,"Stck.",19.00
1321,"Oral B ZB Indicator 35","8001841032504",117.00,"Stck.",19.00
1323,"Perlweiß Kaffee&Tee Zahnweiss 50ml","4008890008911",3.00,"Stck.",19.00
1325,"Kukident Aktiv Plus 99er","4002448039440",65.00,"Stck.",19.00
1327,"Blendadent Haftcreme extra stark 47g","8001090343819",59.00,"Stck.",19.00
1328,"Blendadent Haftpulver 50g","4015600168605",572.00,"Stck.",19.00
1329,"Elmex Zahnseide gewachst","7610108060023",46.00,"Stck.",19.00
1330,"Blendadent Haftcreme ex.st. neutral 47g","8001090343772",165.00,"Stck.",19.00
1331,"Perlweiß Raucher Zahnweiss 50ml","4008890008928",33.00,"Stck.",19.00
1332,"Dr.Best ZB Schwingkopf mittel","5054563035738",92.00,"Stck.",19.00
1333,"Kukident Die Blauen 104er","4002448038764",3.00,"Stck.",19.00
1334,"Labellino Raspberry&Red Apple 7g","4005900365675",23.00,"Stck.",19.00
1336,"Blendadent Haftcreme extra stark 70g","4084500170230",9.00,"Stck.",19.00
1337,"Dentagard Mundwasser 75ml","8718951016064",47.00,"Stck.",19.00
